word,meaning,part_of_speech,examples,meaning_vi,phonetic,count
promote,"
+) contribute to the progress or growth of",v,"
+) I am promoting the use of computers in the classroom
+) John was kicked upstairs when a replacement was hired
+) Women tend not to advance in the major law firms","+) thăng chức, thăng cấp, đề bạt; cho lên lớp
+) làm tăng tiến, đẩy mạnh, xúc tiến, khuyến khích
+) đề xướng, sáng lập",promote,0.0
outdoors,"
+) where the air is unconfined","n, r","
+) he wanted to get outdoors a little
+) the concert was held in the open air
+) camping in the open","+) ở ngoài trời, ở ngoài nhà
+) khu vực bên ngoài (một toà nhà...)
+) ngoài trời",outdoors,0.0
application,"
+) the act of bringing something to bear; using it for a particular purpose",n,"
+) he advocated the application of statistics to the problem
+) a novel application of electronics to medical diagnosis
+) December 31 is the deadline for applications","+) sự gắn vào, sự áp vào, sự ghép vào, sự đính vào, sự đắp vào, sự tra vào ((cũng) appliance)
+) vật gắn, vật áp, vật ghép, vật đính, vật đắp, vật tra
+) sự dùng, sự áp dụng, sự ứng dụng",application,0.0
outdoor,"
+) located, suited for, or taking place in the open air",a,"
+) outdoor clothes
+) badminton and other outdoor games
+) a beautiful outdoor setting for the wedding","+) ngoài trời, ở ngoài",outdoor,0.0
profit,"
+) the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)","n, v","
+) She profited from his vast experience
+) The company has not profited from the merger","+) lợi, lợi ích, bổ ích
+) tiền lãi, lợi nhuận
+) làm lợi, mang lợi, có lợi",net_income,0.0
profession,"
+) the body of people in a learned occupation",n,"
+) the news spread rapidly through the medical profession
+) they formed a community of scientists
+) a profession of disagreement","+) nghề, nghề nghiệp
+) (the profession) những người cùng nghề, những người trong nghề; ((sân khấu),  (từ lóng)) đào kép
+) sự tuyên bố, sự công bố; sự bày tỏ; lời tuyên bố, lời công bố, lời bày tỏ",profession,0.0
production,"
+) the act or process of producing something",n,"
+) Shakespeare's production of poetry was enormous
+) the production of white blood cells
+) have you seen the new production of Hamlet?","+) sự đưa ra, sự trình bày
+) sự sản xuất, sự chế tạo
+) sự sinh",production,0.0
ought,,,,"+) phải
+) nên
+) nuôi ,4æʃ!æɔ5ɜɜ8θaught",,0.0
originally,"
+) in an original manner",r,"
+) why didn't you tell me in the first place?","+) với tính chất gốc; về nguồn gốc
+) bắt đầu, khởi đầu, từ lúc bắt đầu
+) đầu tiên, trước tiên",originally,0.0
cheat,"
+) weedy annual grass often occurs in grainfields and other cultivated land; seeds sometimes considered poisonous","n, v","
+) that book is a fraud
+) The con-man beat me out of $50
+) This salesman ripped us off!","+) trò lừa đảo, trò lừa bịp; trò gian lận, ngón gian
+) người lừa đảo, kẻ gian lận; tên cờ bạc bịp, tên cờ bạc gian lận
+) (từ lóng) cái giá treo cổ",darnel,0.0
producer,"
+) someone who manufactures something",n,"
+) Maine is a leading producer of potatoes
+) this microorganism is a producer of disease","+) người sản xuất
+) người xuất bản (sách)
+) chủ nhiệm (phim, kịch)",manufacturer,0.0
private,"
+) an enlisted man of the lowest rank in the Army or Marines","a, n, s","
+) our prisoner was just a private and knew nothing of value
+) a private place
+) private discussions","+) riêng, tư, cá nhân
+) riêng, mật, kín
+) xa vắng, khuất nẻo, hẻo lánh (chỗ, nơi)",private,0.0
organizer,"
+) a person who brings order and organization to an enterprise",n,"
+) she was the organizer of the meeting","+) người tổ chức
+) (từ Mỹ,nghĩa Mỹ) người tổ chức nghiệp đoàn",organizer,0.0
technology,"
+) the practical application of science to commerce or industry",n,"
+) he had trouble deciding which branch of engineering to study","+) kỹ thuật; kỹ thuật học
+) công nghệ học
+) thuật ngữ chuyên môn (nói chung)",technology,0.0
surprising,"
+) cause to be surprised","a, v","
+) The news really surprised me
+) She surprised the couple
+) He surprised an interesting scene","+) làm ngạc nhiên, làm kinh ngạc
+) sự ngạc nhiên
+) sự bất ngờ, sự bất thình lình",surprise,0.0
organized,"
+) create (as an entity)","a, v, s","
+) social groups form everywhere
+) They formed a company
+) he masterminded the robbery","+) có trật tự, ngăn nắp, hữu hiệu
+) được sắp xếp, chuẩn bị
+) có chân trong nghiệp đoàn (về công nhân)organize /'ɔ:gənaiz/ (organise) /'ɔ:gənaiz/",form,0.0
appointment,"
+) the act of putting a person into a non-elective position",n,"
+) the appointment had to be approved by the whole committee
+) she asked how to avoid kissing at the end of a date
+) he applied for an appointment in the treasury","+) được bổ nhiệm, chức vụ được bổ nhiệm
+) sự hẹn gặp; giấy mời, giấy triệu tập
+) chiếu chỉ; sắc lệnh",appointment,0.0
printing,"
+) text handwritten in the style of printed matter","n, v","
+) they ran off an initial printing of 2000 copies
+) The newspaper published the news of the royal couple's divorce
+) These news should not be printed","+) sự in
+) nghề ấn loát
+) (máy tính) inprint /print/",printing,0.0
cheerful,"
+) being full of or promoting cheer; having or showing good spirits","a, s","
+) her cheerful nature
+) a cheerful greeting
+) a cheerful room","+) vui mừng, phấn khởi; hớn hở, tươi cười
+) vui mắt; vui vẻ
+) vui lòng, sẵn lòng, không miễn cưỡng (việc làm)",cheerful,0.0
operation,"
+) the state of being in effect or being operative",n,"
+) that rule is no longer in operation
+) a large-scale farming operation
+) a multinational operation","+) sự hoạt động; quá trình hoạt động
+) thao tác
+) hiệu quả, tác dụng",operation,0.0
princess,"
+) a female member of a royal family other than the queen (especially the daughter of a sovereign)",n,"
+) ","+) bà chúa; bà hoàng; công chúa, quận chúa ((cũng) princess of the blood)
+) (từ cổ,nghĩa cổ) nữ vương
+) công chúa nhiếp chính; vợ hoàng thân nhiếp chính",princess,0.0
washing,"
+) the work of cleansing (usually with soap and water)","n, v","
+) Wash the towels, please!
+) The swollen river washed away the footbridge
+) Does this material wash?","+) sự tắm rửa, sự tắm gội, sự rửa ráy
+) sự giặt giũ
+) quần áo giặt",wash,0.0
appreciate,"
+) recognize with gratitude; be grateful for",v,"
+) Do you appreciate the full meaning of this letter?
+) I prize these old photographs
+) The yen appreciated again!","+) đánh giá
+) đánh giá đúng, đánh giá cao, hiểu rõ giá trị
+) (từ Mỹ,nghĩa Mỹ) thấy rõ, nhận thức; sâu sắc",appreciate,0.0
prince,"
+) a male member of a royal family other than the sovereign (especially the son of a sovereign)",n,"
+) ","+) hoàng tử; hoàng thân; ông hoàng
+) tay cự phách, chúa trùm
+) xa tăng",prince,0.0
fashioned,"
+) make out of components (often in an improvising manner)","s, v","
+) She fashioned a tent out of a sheet and a few sticks
+) beautifully fashioned dresses","+) theo kiểu hình thức nào đấy
+) được tạo dáng, được tạo hìnhfashion /'fæʃn/
+) kiểu cách; hình dáng",fashion,0.0
chemical,"
+) material produced by or used in a reaction involving changes in atoms or molecules","a, n","
+) chemical engineer
+) chemical balance
+) chemical fertilizer",+) (thuộc) hoá học,chemical,0.0
surprised,"
+) cause to be surprised","a, v","
+) The news really surprised me
+) She surprised the couple
+) He surprised an interesting scene","+) (+at) ngạc nhiênsurprise /sə'praiz/
+) sự ngạc nhiên
+) sự bất ngờ, sự bất thình lình",surprise,0.0
apologize,"
+) acknowledge faults or shortcomings or failing",v,"
+) I apologized for being late
+) He apologized for the many typoes
+) rationalize the child's seemingly crazy behavior","+) xin lỗi, tạ lỗi",apologize,0.0
rare,"
+) not widely known; especially valued for its uncommonness",s,"
+) a rare word
+) rare books
+) a rare appearance","+) hiếm, hiếm có, ít có
+) loãng
+) rất quý, rất tốt, rất ngon, rất vui...",rare,0.0
pale,"
+) a wooden strip forming part of a fence","s, n, v","
+) pale seagreen
+) pale blue eyes
+) the pale light of a half moon","+) làm rào bao quanh, quây rào
+) làm tái đi, làm nhợt nhạt, làm xanh xám
+) tái đi, nhợt nhạt, xanh xám",picket,0.0
channel,"
+) a path over which electrical signals can pass","n, v","
+) a channel is typically what you rent from a telephone company
+) the fields were crossed with irrigation channels
+) gutters carried off the rainwater into a series of channels under the street","+) eo biển
+) lòng sông, lòng suối
+) kênh mương, lạch; ống dẫn (nước dầu...)",channel,0.0
suppose,"
+) express a supposition",v,"
+) Let us say that he did not tell the truth
+) Let's say you had a lot of money--what would you do?
+) I imagine she earned a lot of money with her new novel","+) giả sử, giả thiết, giả định
+) đòi hỏi, cần có (lý thuyết, kết quả...)
+) cho rằng, tin, nghĩ rằng",suppose,0.0
virus,"
+) (virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein",n,"
+) bigotry is a virus that must not be allowed to spread
+) the virus of jealousy is latent in everyone
+) a true virus cannot spread to another computer without human assistance","+) (y học) virut
+) mối độc hại, mầm độc
+) ác ý; tính độc địa",virus,0.0
racing,"
+) the sport of engaging in contests of speed","n, v","
+) He rushed down the hall to receive his guests
+) The cars raced down the street
+) he is running the Marathon this year","+) cuộc đuarace /reis/
+) (sinh vật học) nòi
+) chủng tộc, nòi người",racing,0.0
quote,"
+) a punctuation mark used to attribute the enclosed text to someone else","n, v","
+) He quoted the Bible to her
+) quote prices for cars
+) He said he could quote several instances of this behavior","+) (thông tục) lời trích dẫn; đoạn trích dẫn
+) (số nhiều) dấu ngoặc kép
+) trích dẫn (đoạn văn...)",quotation_mark,0.0
quotation,"
+) a short note recognizing a source of information or of a quoted passage",n,"
+) the student's essay failed to list several important citations
+) the acknowledgments are usually printed at the front of a book
+) the article includes mention of similar clinical cases","+) sự trích dẫn; đoạn trích dẫn
+) giá thị trường công bố (thị trường chứng khoán)
+) bản dự kê giá",citation,0.0
